Employee_ID,Age,Gender,Department,Remote_Work,Daily_Work_Hours,Screen_Time_Hours,Sleep_Quality,Physical_Activity_Level,Burnout_Score,Stress_Level,Coffee_Intake_per_Day,Meeting_Hours_per_Day,Internet_Speed_MBPS,Device_Type,Noise_Level,Mood,Commute_Hours_PreRemote,Work_Engagement_Score,Weekly_Mental_Breaks
E006,26,Female,Sales,Yes,12.0,nan,Poor,Low,5.54,nan,0.0,3.0,10.0,nan,Medium,Tired,0.0,5.07,5.0
E003,29,F,it,nan,10.0,nan,Good,nan,3.16,nan,0.0,5.0,150.0,Laptop,Low,Calm,5.0,2.92,5.0
E004,53,FEMALE,HR,Yes,10.0,6 hrs,nan,nan,9.24,High,0.0,6.0,50.0,Laptop,Medium,nan,2.0,1.34,1.0
E006,39,Male,Admin,Yes,12.0,7,Good,Medium,6.39,Low,4.0,5.0,20.0,Desktop,High,nan,4.0,5.48,2.0
E002,39,F,hr,yes,8.0,10.5 hrs,Good,Low,4.94,Low,1.0,1.0,100.0,Laptop,Medium,nan,,5.41,3.0
E002,37,F,Admin,Yes,6.0,nan,nan,High,2.94,High,2.0,,10.0,nan,High,Calm,3.0,5.51,5.0
E001,42,M,hr,nan,10.0,nan,nan,Low,6.78,Medium,3.0,4.0,10.0,Laptop,nan,Calm,1.0,6.51,5.0
E001,31,M,HR,no,4.0,nan,Good,High,-1.53,Low,2.0,4.0,,Desktop,Medium,Calm,,4.24,5.0
E003,25,male,Sales,yes,12.0,6 hrs,nan,Low,5.77,Low,2.0,,100.0,nan,Low,Happy,2.0,9.58,5.0
E004,29,FEMALE,HR,nan,,nan,Good,nan,6.02,High,,,20.0,Laptop,Medium,Calm,3.0,5.93,1.0
E004,40,Male,Sales,nan,8.0,nan,Fair,Low,5.9,Medium,2.0,3.0,50.0,Mobile,nan,Stressed,0.0,8.57,5.0
E005,30,male,Sales,yes,10.0,6 hrs,Fair,Medium,6.68,nan,3.0,,10.0,Mobile,nan,Happy,2.0,2.64,4.0
E001,51,nan,nan,yes,,nan,Good,High,3.87,nan,2.0,5.0,10.0,nan,nan,Stressed,,4.33,0.0
E006,38,FEMALE,nan,nan,8.0,7,nan,Low,6.1,Low,,5.0,100.0,Laptop,Medium,nan,4.0,7.37,
E002,36,Female,hr,no,12.0,7,nan,Low,3.66,nan,2.0,4.0,100.0,Desktop,nan,Tired,5.0,5.55,5.0
E006,25,Female,it,No,,6 hrs,Fair,High,3.34,High,1.0,,10.0,Mobile,nan,nan,3.0,3.85,1.0
E002,27,male,IT,nan,4.0,7,Fair,Low,2.94,Low,,3.0,10.0,Laptop,Medium,Calm,2.0,2.32,
E003,37,Male,HR,yes,10.0,10.5 hrs,nan,High,4.5,Low,1.0,5.0,,Laptop,Medium,Tired,5.0,7.47,5.0
E002,47,FEMALE,Sales,Yes,10.0,nan,nan,nan,7.22,Medium,1.0,3.0,10.0,Desktop,High,nan,5.0,7.3,1.0
E006,44,Female,HR,Yes,,10.5 hrs,nan,High,8.43,nan,0.0,6.0,150.0,Desktop,Medium,Happy,5.0,6.49,5.0
E006,34,Female,it,yes,8.0,7,nan,High,4.46,Medium,,1.0,10.0,Laptop,nan,Calm,4.0,5.01,0.0
E004,38,Male,it,yes,12.0,6 hrs,Good,nan,3.71,Low,2.0,6.0,50.0,Desktop,Low,nan,1.0,3.77,5.0
E004,48,male,IT,No,6.0,6 hrs,nan,Low,7.66,nan,4.0,5.0,50.0,nan,nan,Tired,2.0,5.89,4.0
E001,43,M,Admin,yes,10.0,10.5 hrs,Fair,Low,5.87,Medium,4.0,5.0,,Mobile,nan,Stressed,5.0,3.37,5.0
E006,40,nan,IT,Yes,4.0,7,Fair,nan,5.06,nan,4.0,5.0,20.0,Mobile,nan,nan,1.0,4.5,5.0
E003,34,F,Sales,no,10.0,nan,Poor,Medium,2.79,Low,3.0,4.0,100.0,Laptop,Medium,Happy,5.0,8.52,
E002,35,nan,nan,yes,10.0,7,nan,High,7.86,Low,1.0,4.0,20.0,Laptop,Low,Tired,3.0,2.3,
E001,52,FEMALE,Admin,No,6.0,7,Good,Low,5.19,Low,1.0,5.0,10.0,Desktop,nan,nan,,7.36,1.0
E005,23,Female,IT,no,6.0,6 hrs,Poor,Low,5.0,High,1.0,5.0,100.0,Mobile,Medium,Stressed,3.0,8.99,1.0
E005,35,F,nan,No,12.0,8,Poor,High,6.08,Medium,,1.0,10.0,Desktop,High,Calm,3.0,7.63,5.0
E002,30,F,Admin,no,10.0,nan,Good,High,5.04,Medium,3.0,1.0,100.0,Laptop,Low,Calm,1.0,6.8,4.0
E002,31,M,nan,yes,10.0,nan,Poor,High,7.95,Low,2.0,3.0,,Laptop,Low,Calm,1.0,5.07,1.0
E002,28,F,Sales,Yes,8.0,6 hrs,Poor,Medium,7.02,Medium,0.0,,150.0,Laptop,Medium,Tired,5.0,4.71,
E004,49,Male,hr,no,8.0,7,Fair,nan,3.88,Low,,3.0,150.0,Laptop,High,Stressed,4.0,1.5,4.0
E002,46,male,nan,nan,,6 hrs,Poor,Medium,5.17,Medium,1.0,4.0,150.0,Laptop,nan,Stressed,2.0,6.07,1.0
E005,49,FEMALE,Sales,No,,7,Good,Medium,3.83,nan,2.0,2.0,,Laptop,High,nan,4.0,5.2,0.0
E002,23,Male,IT,no,4.0,8,nan,High,8.78,Medium,4.0,1.0,20.0,nan,Low,Calm,,4.6,4.0
E006,38,male,HR,No,4.0,8,nan,nan,3.55,Low,0.0,3.0,100.0,nan,Medium,Tired,1.0,5.96,0.0
E003,25,Male,IT,Yes,8.0,10.5 hrs,nan,Low,4.76,Medium,4.0,,20.0,Desktop,High,Calm,,6.12,0.0
E005,34,Female,it,No,,7,Fair,High,5.73,nan,2.0,,100.0,nan,nan,Calm,2.0,4.73,1.0
E003,39,Female,IT,No,4.0,6 hrs,Fair,nan,6.01,nan,2.0,1.0,10.0,Desktop,High,nan,,9.23,
E005,24,M,hr,nan,10.0,6 hrs,Fair,Low,6.35,nan,4.0,1.0,150.0,Desktop,High,nan,,7.46,4.0
E001,54,Male,Sales,No,,6 hrs,Good,Medium,6.6,Low,,6.0,150.0,nan,Medium,nan,3.0,7.79,2.0
E006,45,nan,nan,no,6.0,10.5 hrs,nan,nan,6.39,High,0.0,2.0,100.0,Mobile,Medium,Happy,4.0,5.79,0.0
E005,29,F,it,No,,nan,Good,Medium,4.13,Low,4.0,1.0,20.0,Desktop,Low,Happy,,7.02,
E006,23,Female,Sales,yes,10.0,6 hrs,Good,Medium,3.91,nan,4.0,6.0,20.0,Laptop,Medium,Tired,4.0,4.21,0.0
E005,54,male,Sales,No,8.0,8,Poor,nan,5.08,Medium,,,50.0,Desktop,High,Tired,4.0,7.33,0.0
E003,33,M,nan,yes,12.0,6 hrs,nan,Low,3.9,nan,4.0,2.0,150.0,Desktop,nan,nan,1.0,5.59,1.0
E003,43,F,Admin,No,12.0,6 hrs,Poor,nan,3.68,High,0.0,,150.0,Mobile,Low,Stressed,2.0,3.96,1.0
E005,34,FEMALE,IT,No,8.0,6 hrs,Fair,Low,4.16,High,3.0,6.0,20.0,Laptop,Medium,Tired,3.0,5.95,0.0
E005,31,Male,HR,no,10.0,nan,Fair,High,9.2,nan,0.0,,150.0,Mobile,High,Happy,1.0,5.42,
E004,38,nan,Admin,yes,4.0,6 hrs,Good,High,8.09,Low,,6.0,20.0,Mobile,High,Happy,3.0,10.65,5.0
E006,26,Female,it,yes,,nan,Good,High,4.52,High,4.0,2.0,50.0,Mobile,Low,Calm,,6.87,1.0
E006,30,nan,nan,nan,,nan,Poor,Medium,0.87,nan,1.0,1.0,100.0,Desktop,Low,nan,0.0,9.16,1.0
E006,34,F,hr,No,4.0,10.5 hrs,Poor,High,3.82,Low,1.0,1.0,100.0,Laptop,Medium,Stressed,0.0,8.26,1.0
E006,44,male,hr,No,12.0,8,Good,Medium,6.76,Medium,2.0,3.0,50.0,Laptop,Medium,nan,3.0,6.08,3.0
E001,51,Male,HR,no,8.0,6 hrs,nan,Low,1.87,Low,3.0,1.0,150.0,Mobile,nan,Happy,0.0,5.11,4.0
E001,25,nan,HR,nan,8.0,6 hrs,Good,nan,6.21,High,,,10.0,nan,Low,Stressed,2.0,2.52,
E002,42,male,IT,nan,6.0,6 hrs,nan,nan,6.08,Low,2.0,1.0,150.0,Laptop,Low,Tired,,4.26,1.0
E005,30,M,hr,no,12.0,nan,Poor,Medium,5.03,Low,2.0,1.0,20.0,Laptop,High,Calm,,7.33,3.0
E005,28,Female,it,yes,8.0,7,Fair,Medium,4.92,Medium,1.0,3.0,,Mobile,nan,Happy,2.0,5.4,3.0
E005,37,Female,nan,Yes,6.0,8,Fair,Medium,3.19,nan,0.0,2.0,10.0,Desktop,Medium,Calm,,6.75,1.0
E005,44,M,HR,no,4.0,6 hrs,Poor,Low,6.39,Low,2.0,3.0,50.0,Mobile,nan,nan,1.0,1.94,
E006,44,male,HR,yes,12.0,7,Poor,Low,5.62,Medium,2.0,,100.0,nan,nan,Stressed,3.0,6.91,5.0
E006,52,nan,HR,nan,12.0,7,Fair,High,4.04,High,3.0,,100.0,nan,High,nan,,8.19,3.0
E001,26,Male,nan,no,8.0,7,nan,High,3.43,nan,1.0,1.0,150.0,Mobile,Low,Calm,1.0,2.45,2.0
E003,27,male,it,Yes,8.0,8,Poor,nan,2.61,High,0.0,5.0,100.0,nan,Low,Happy,2.0,6.74,3.0
E004,22,Male,hr,No,10.0,7,nan,High,5.74,nan,3.0,1.0,150.0,Desktop,Low,Calm,,8.69,4.0
E006,49,F,Admin,no,4.0,6 hrs,nan,Low,4.6,Low,0.0,3.0,20.0,Desktop,Medium,Happy,2.0,9.36,3.0
E006,39,M,it,Yes,4.0,6 hrs,Fair,Low,4.62,Low,0.0,6.0,20.0,Desktop,Low,Calm,2.0,4.99,1.0
E006,45,FEMALE,nan,Yes,,10.5 hrs,nan,Low,1.88,nan,2.0,6.0,50.0,nan,nan,nan,4.0,7.56,
E003,34,Male,it,no,6.0,nan,Fair,Low,2.81,High,3.0,3.0,,Desktop,nan,Calm,0.0,8.86,5.0
E003,54,Female,IT,yes,6.0,7,Poor,nan,2.59,High,2.0,4.0,20.0,Mobile,Low,Tired,1.0,6.8,0.0
E001,31,F,Admin,no,10.0,nan,Good,nan,6.54,High,4.0,,150.0,Desktop,nan,nan,1.0,8.57,
E006,28,Female,nan,nan,,nan,Good,Low,5.34,Low,0.0,6.0,100.0,nan,Medium,Calm,,5.93,
E004,53,F,Admin,Yes,4.0,nan,Good,Medium,4.43,nan,3.0,5.0,20.0,Laptop,Low,Calm,,6.79,2.0
E005,43,Female,Admin,Yes,6.0,nan,Good,High,7.21,nan,1.0,3.0,20.0,nan,Medium,Stressed,2.0,4.76,3.0
E006,37,male,HR,No,4.0,nan,Good,nan,6.93,High,2.0,6.0,150.0,Mobile,Low,nan,,5.67,5.0
E001,45,nan,hr,Yes,4.0,6 hrs,Good,Medium,7.21,Low,4.0,6.0,20.0,Mobile,Medium,Stressed,4.0,6.87,2.0
E001,35,male,Admin,No,,8,nan,High,4.52,nan,,2.0,100.0,nan,Medium,nan,1.0,4.61,
E004,32,male,IT,Yes,6.0,7,nan,Medium,2.17,nan,4.0,1.0,,Desktop,Medium,Happy,5.0,5.55,
E002,40,nan,IT,Yes,8.0,7,Good,Low,8.41,High,4.0,6.0,100.0,Desktop,nan,nan,1.0,7.52,4.0
E001,44,F,nan,no,8.0,6 hrs,Poor,High,6.05,High,2.0,6.0,,Laptop,Medium,nan,4.0,10.11,
E003,34,F,Sales,no,,6 hrs,Poor,Medium,6.09,nan,1.0,2.0,100.0,Desktop,High,Calm,2.0,1.9,3.0
E003,49,nan,HR,nan,6.0,nan,nan,nan,6.35,Low,3.0,,100.0,Mobile,Medium,Tired,4.0,9.95,3.0
E005,37,Female,hr,yes,10.0,8,nan,nan,10.53,Medium,0.0,3.0,10.0,Desktop,Medium,nan,0.0,5.48,2.0
E001,49,Male,hr,nan,12.0,7,Good,nan,4.8,nan,1.0,3.0,100.0,nan,Medium,Stressed,1.0,7.93,3.0
E005,25,F,hr,Yes,,10.5 hrs,Poor,High,7.87,nan,2.0,2.0,10.0,nan,Medium,Tired,0.0,8.32,
E001,49,Female,nan,nan,4.0,6 hrs,Fair,Low,3.29,Low,,2.0,100.0,Laptop,Low,nan,1.0,9.13,3.0
E004,33,Male,HR,no,,10.5 hrs,Good,Low,6.63,nan,3.0,4.0,100.0,Mobile,nan,Tired,0.0,4.54,0.0
E006,37,nan,Admin,Yes,12.0,7,nan,High,8.57,Medium,0.0,1.0,150.0,nan,nan,Happy,1.0,5.55,2.0
E001,41,male,Admin,Yes,,6 hrs,nan,High,4.91,Low,,2.0,,Mobile,nan,Tired,5.0,5.89,1.0
E002,47,F,nan,nan,6.0,7,nan,Low,1.16,Medium,3.0,1.0,100.0,Desktop,Low,Happy,2.0,5.29,
E003,47,FEMALE,hr,No,4.0,6 hrs,Fair,nan,6.13,Medium,0.0,6.0,20.0,Laptop,Medium,Tired,5.0,8.64,1.0
E004,43,male,Admin,yes,12.0,7,Poor,Low,4.57,nan,0.0,5.0,100.0,Laptop,Medium,Tired,3.0,5.85,4.0
E006,30,M,it,nan,8.0,10.5 hrs,nan,Low,6.69,Medium,4.0,3.0,50.0,Desktop,nan,Stressed,4.0,2.76,0.0
E006,26,Male,it,nan,10.0,8,Good,Medium,4.07,nan,,2.0,150.0,nan,High,Stressed,1.0,4.73,2.0
E003,38,FEMALE,HR,yes,,6 hrs,Fair,nan,9.78,nan,,5.0,150.0,Mobile,Medium,Calm,4.0,2.84,2.0
E006,23,male,hr,Yes,,10.5 hrs,Poor,High,5.21,Low,2.0,3.0,100.0,Mobile,Medium,Tired,1.0,5.54,0.0
E005,28,F,nan,Yes,12.0,7,Good,Low,6.58,Low,1.0,4.0,50.0,Mobile,Medium,Happy,3.0,7.35,0.0
E004,34,FEMALE,Sales,No,10.0,10.5 hrs,Good,nan,3.0,Low,4.0,3.0,,nan,Low,Tired,2.0,4.69,4.0
E002,41,Female,Sales,nan,,6 hrs,Fair,High,2.65,nan,4.0,2.0,100.0,Desktop,Medium,nan,2.0,5.19,1.0
E003,51,Male,Sales,yes,8.0,10.5 hrs,Fair,Medium,2.41,Medium,3.0,5.0,20.0,Mobile,nan,Happy,4.0,5.45,5.0
E001,51,M,it,nan,12.0,7,Fair,Medium,2.42,Medium,,5.0,150.0,nan,Medium,nan,5.0,6.28,2.0
E001,32,Female,nan,no,6.0,nan,nan,nan,6.36,Low,0.0,5.0,150.0,Mobile,nan,Calm,3.0,7.03,5.0
E001,52,FEMALE,Sales,nan,4.0,8,Poor,Low,3.79,Low,0.0,3.0,,nan,High,nan,4.0,7.61,0.0
E004,24,male,hr,nan,8.0,8,nan,High,2.46,nan,3.0,1.0,50.0,Desktop,Low,Calm,2.0,10.51,2.0
E002,23,Male,hr,no,10.0,nan,Fair,nan,3.61,High,,,10.0,Mobile,High,Calm,0.0,6.25,1.0
E006,24,F,Sales,no,10.0,6 hrs,Fair,Medium,6.41,High,2.0,1.0,,Desktop,Medium,Calm,4.0,7.47,2.0
E002,36,M,IT,yes,8.0,10.5 hrs,Fair,High,6.36,nan,0.0,3.0,50.0,Laptop,High,nan,1.0,2.82,5.0
E002,38,male,Sales,Yes,6.0,10.5 hrs,nan,High,6.99,High,4.0,2.0,20.0,nan,Medium,Calm,,5.24,2.0
E003,28,M,IT,No,,nan,Good,Low,4.44,High,4.0,3.0,50.0,Laptop,nan,Calm,2.0,5.46,0.0
E004,26,F,HR,no,6.0,nan,Fair,Medium,8.99,High,,1.0,,Desktop,Medium,Stressed,1.0,3.97,0.0
E001,54,nan,HR,Yes,,7,nan,Medium,7.16,Low,0.0,3.0,10.0,Desktop,Low,Tired,3.0,4.93,0.0
E003,37,Male,hr,yes,,7,Fair,Medium,2.65,Medium,0.0,5.0,20.0,Desktop,High,Calm,5.0,5.79,1.0
E006,24,FEMALE,nan,nan,10.0,8,nan,High,6.62,Medium,2.0,2.0,20.0,Mobile,Medium,Happy,5.0,4.99,
E002,42,M,it,yes,,6 hrs,Poor,Medium,5.04,Low,,,10.0,Mobile,nan,Happy,2.0,11.2,
E001,29,Male,nan,yes,8.0,6 hrs,Poor,nan,4.67,Low,0.0,2.0,100.0,Desktop,High,Stressed,2.0,7.02,
E004,43,M,hr,no,,nan,nan,Medium,5.02,Low,2.0,4.0,50.0,Desktop,Low,nan,5.0,10.0,3.0
E005,26,male,hr,No,8.0,8,Fair,High,3.67,High,4.0,,,Mobile,Medium,nan,4.0,8.99,1.0
E002,38,M,nan,no,4.0,8,nan,Medium,7.02,nan,2.0,3.0,20.0,Mobile,Low,nan,,4.72,0.0
E002,35,nan,it,nan,10.0,7,Poor,Medium,3.84,nan,0.0,6.0,,nan,nan,Calm,5.0,6.08,4.0
E002,49,male,hr,no,6.0,10.5 hrs,nan,High,3.88,High,1.0,6.0,50.0,Desktop,High,nan,5.0,5.13,2.0
E002,52,male,Admin,nan,12.0,6 hrs,Poor,Medium,6.52,High,,,10.0,Mobile,High,nan,4.0,5.68,2.0
E001,38,Male,Admin,no,6.0,8,Poor,Low,9.34,Low,0.0,,150.0,Mobile,High,Tired,1.0,4.05,5.0
E004,43,Female,it,No,6.0,7,Good,High,4.01,Low,1.0,,10.0,Laptop,nan,Calm,4.0,5.12,2.0
E003,50,F,hr,Yes,12.0,7,Fair,Medium,2.51,Medium,4.0,6.0,50.0,Desktop,Medium,Calm,0.0,6.72,
E001,31,M,Admin,No,10.0,7,nan,Low,7.28,Low,,5.0,20.0,Desktop,Medium,Happy,2.0,6.67,5.0
E004,39,FEMALE,HR,no,,10.5 hrs,Fair,nan,5.39,High,3.0,6.0,50.0,Mobile,Medium,Happy,5.0,6.51,2.0
E003,37,male,IT,yes,4.0,8,Fair,High,6.0,Medium,,3.0,150.0,Laptop,Low,Tired,,5.88,4.0
E002,28,Female,hr,Yes,6.0,nan,Poor,Medium,5.07,Low,4.0,4.0,20.0,nan,nan,Stressed,3.0,7.72,5.0
E004,51,male,IT,yes,,nan,Poor,High,6.19,Medium,4.0,4.0,150.0,Desktop,High,Calm,2.0,5.49,0.0
E002,40,Female,Sales,No,6.0,7,nan,Low,5.73,Medium,4.0,3.0,100.0,nan,nan,Happy,,8.78,3.0
E004,44,Female,Admin,Yes,10.0,7,nan,High,3.95,Low,2.0,6.0,,Desktop,nan,nan,5.0,2.3,
E006,29,FEMALE,hr,no,10.0,10.5 hrs,nan,nan,6.41,nan,4.0,3.0,10.0,Mobile,nan,Calm,1.0,7.31,2.0
E005,38,Female,HR,yes,8.0,7,Poor,Medium,6.0,High,3.0,,100.0,nan,High,Calm,5.0,6.98,5.0
E002,42,FEMALE,it,no,10.0,8,Good,nan,4.26,High,0.0,,50.0,Desktop,High,Calm,,4.65,3.0
E002,47,Male,HR,nan,10.0,7,nan,Low,4.65,Medium,1.0,3.0,100.0,nan,Low,Happy,4.0,5.29,5.0
E002,49,male,IT,Yes,6.0,7,Poor,High,3.43,nan,,,10.0,Mobile,nan,Tired,2.0,6.93,1.0
E006,54,FEMALE,it,yes,4.0,8,Good,Medium,5.92,nan,,1.0,20.0,Laptop,Medium,Happy,4.0,7.83,1.0
E001,40,F,HR,No,6.0,6 hrs,Fair,Medium,5.95,Low,4.0,4.0,,Laptop,Low,nan,5.0,2.5,
E003,50,nan,HR,No,,nan,Poor,Low,4.92,Low,1.0,2.0,150.0,nan,High,nan,1.0,7.26,2.0
E002,41,male,HR,No,10.0,7,nan,Low,2.72,High,4.0,6.0,20.0,nan,High,Stressed,,5.08,0.0
E002,41,nan,nan,No,8.0,8,nan,High,0.95,Low,2.0,6.0,,nan,Low,Happy,4.0,8.25,4.0
E001,31,F,it,yes,4.0,nan,Good,Medium,4.54,Low,1.0,1.0,100.0,Desktop,Medium,Happy,3.0,2.32,5.0
E001,33,M,HR,nan,8.0,10.5 hrs,Good,Low,5.47,Medium,4.0,5.0,50.0,Mobile,nan,Stressed,5.0,10.89,2.0
E005,54,F,Admin,No,12.0,6 hrs,Poor,Medium,6.29,nan,4.0,2.0,100.0,nan,nan,Stressed,1.0,4.23,1.0
E004,46,Male,Admin,No,8.0,7,Good,High,7.27,nan,3.0,2.0,10.0,Laptop,Medium,Calm,2.0,8.86,1.0
E002,46,M,HR,No,8.0,6 hrs,Poor,nan,4.29,Low,3.0,2.0,10.0,Desktop,nan,Calm,,5.86,5.0
E004,25,M,IT,nan,,7,Good,Low,1.84,Low,3.0,,50.0,nan,High,nan,2.0,4.36,5.0
E001,25,Female,HR,Yes,10.0,7,Fair,High,3.97,Low,2.0,4.0,,Desktop,Low,Tired,3.0,6.53,5.0
E001,30,F,Admin,No,,7,nan,nan,9.37,High,1.0,5.0,20.0,nan,Medium,nan,0.0,8.06,
E005,36,Female,HR,No,10.0,6 hrs,nan,High,8.29,High,2.0,1.0,10.0,nan,Low,Happy,4.0,2.89,3.0
E003,47,F,Sales,No,,10.5 hrs,Fair,Low,5.86,Medium,0.0,,10.0,Desktop,nan,Tired,5.0,7.4,4.0
E006,36,M,it,Yes,10.0,8,nan,High,4.14,High,4.0,5.0,50.0,Mobile,nan,Calm,2.0,5.98,5.0
E006,47,Female,Sales,No,10.0,8,nan,Medium,4.82,nan,4.0,6.0,20.0,Mobile,High,Stressed,5.0,7.15,
E006,49,nan,nan,Yes,10.0,10.5 hrs,nan,Low,8.43,High,4.0,1.0,100.0,Laptop,High,Stressed,3.0,6.02,5.0
E001,28,male,IT,Yes,8.0,10.5 hrs,nan,Medium,5.42,nan,3.0,,150.0,Mobile,nan,nan,4.0,4.86,2.0
E002,53,F,Sales,no,12.0,7,Fair,High,4.24,High,4.0,4.0,50.0,Mobile,nan,Happy,1.0,3.77,0.0
E005,33,F,nan,no,10.0,7,Poor,Low,7.65,High,3.0,6.0,20.0,Desktop,High,Happy,5.0,7.35,3.0
E003,53,Female,hr,No,12.0,8,nan,Medium,1.1,Medium,0.0,5.0,150.0,Desktop,High,Stressed,3.0,7.33,4.0
E006,30,F,it,yes,12.0,7,Fair,Medium,2.99,Low,2.0,2.0,50.0,Laptop,Medium,nan,,7.32,3.0
E005,35,M,HR,no,6.0,7,nan,Medium,3.39,Low,2.0,5.0,100.0,nan,High,nan,1.0,6.86,
E001,34,Female,Sales,no,6.0,10.5 hrs,Fair,nan,7.0,Low,2.0,6.0,100.0,Desktop,Medium,Calm,,7.89,5.0
E006,54,Female,Sales,yes,4.0,6 hrs,Fair,Medium,3.88,Medium,3.0,,20.0,Desktop,Medium,Calm,1.0,8.81,0.0
E003,53,FEMALE,HR,nan,,nan,Poor,Medium,1.45,nan,,,20.0,Desktop,Low,Calm,1.0,2.25,5.0
E004,40,nan,HR,No,6.0,nan,Good,High,3.62,High,,4.0,100.0,Mobile,High,Tired,4.0,1.32,1.0
E003,51,nan,IT,nan,10.0,7,Poor,High,4.06,Medium,1.0,4.0,100.0,Desktop,Medium,nan,0.0,9.44,
E002,37,FEMALE,Sales,nan,12.0,7,Poor,High,4.87,nan,,4.0,50.0,Laptop,Low,nan,5.0,3.32,5.0
E006,33,M,Sales,Yes,,nan,nan,High,5.26,Medium,1.0,1.0,,Laptop,Low,Calm,1.0,3.83,2.0
E006,31,male,Admin,Yes,4.0,10.5 hrs,Fair,nan,6.94,Medium,0.0,5.0,,Desktop,High,Stressed,2.0,5.42,2.0
E004,23,F,hr,No,6.0,nan,Good,High,4.38,nan,1.0,2.0,20.0,nan,High,Calm,4.0,2.69,
E004,39,Male,Admin,yes,8.0,nan,Fair,High,3.83,Low,0.0,,150.0,Desktop,Low,Tired,4.0,5.24,0.0
E006,34,F,nan,Yes,,nan,nan,High,5.09,High,4.0,2.0,100.0,Laptop,Medium,Stressed,1.0,4.1,5.0
E002,50,Male,hr,no,4.0,7,Fair,Medium,5.49,Low,2.0,3.0,150.0,nan,High,nan,2.0,5.53,2.0
E004,45,nan,Admin,No,10.0,7,nan,nan,3.8,Medium,,4.0,20.0,Mobile,Low,Tired,3.0,6.56,2.0
E001,33,M,Sales,nan,,nan,Poor,High,1.59,nan,3.0,6.0,20.0,Desktop,Low,Tired,4.0,5.31,5.0
E006,50,male,hr,No,12.0,7,Poor,Medium,4.02,Medium,0.0,2.0,10.0,Laptop,Medium,Stressed,1.0,5.21,3.0
E003,43,male,Sales,Yes,10.0,nan,nan,Low,6.61,Low,,4.0,100.0,Mobile,nan,Calm,5.0,6.52,0.0
E003,22,male,it,yes,10.0,10.5 hrs,Poor,nan,4.84,Low,3.0,2.0,,Laptop,Medium,Calm,1.0,8.09,
E002,54,FEMALE,IT,nan,,7,Fair,High,7.49,Low,3.0,5.0,,Mobile,Low,Happy,5.0,9.21,3.0
E001,25,M,hr,yes,8.0,6 hrs,Good,Medium,6.01,High,2.0,3.0,20.0,Laptop,Medium,Stressed,5.0,5.56,2.0
E004,51,Male,Sales,No,8.0,7,Good,Low,3.94,Low,4.0,4.0,20.0,Laptop,High,Calm,0.0,9.65,
E006,41,male,hr,yes,,10.5 hrs,Fair,Low,7.94,High,4.0,1.0,100.0,Mobile,Low,Tired,0.0,7.75,
E003,47,M,nan,yes,,10.5 hrs,Good,Medium,3.26,High,1.0,1.0,10.0,Desktop,Medium,Calm,,3.54,5.0
E003,36,F,IT,No,,7,Fair,Medium,1.65,Low,,2.0,10.0,Laptop,Medium,Calm,3.0,3.48,
E003,28,Male,it,nan,12.0,8,nan,nan,5.69,nan,4.0,,10.0,nan,Medium,Tired,3.0,4.85,4.0
E003,28,nan,HR,yes,6.0,nan,Good,Medium,3.43,Medium,2.0,5.0,10.0,Desktop,Medium,Stressed,5.0,8.89,5.0
E005,50,FEMALE,HR,yes,10.0,nan,nan,High,4.89,Medium,,6.0,50.0,nan,Low,Happy,3.0,5.0,4.0
E002,44,Female,hr,No,,10.5 hrs,nan,Low,2.86,High,3.0,,100.0,Laptop,Medium,Calm,,2.22,3.0
E004,41,Male,Sales,no,6.0,7,Fair,High,5.01,High,0.0,4.0,100.0,Mobile,High,Calm,3.0,5.54,1.0
E006,36,nan,nan,yes,12.0,8,Good,High,5.97,High,0.0,3.0,100.0,Desktop,nan,Calm,1.0,2.04,5.0
E006,54,nan,IT,Yes,10.0,6 hrs,Poor,High,6.27,Medium,4.0,5.0,,Mobile,nan,Stressed,1.0,3.89,1.0
E006,38,nan,it,nan,6.0,nan,Poor,Low,2.72,High,1.0,2.0,10.0,Mobile,nan,Tired,1.0,4.83,0.0
E004,41,F,it,yes,10.0,8,Poor,Low,2.29,nan,0.0,5.0,10.0,nan,High,Tired,2.0,6.3,4.0
E002,34,Male,Admin,No,8.0,nan,Poor,Low,5.79,nan,1.0,3.0,,nan,nan,Tired,5.0,8.05,
E001,45,Male,it,Yes,,7,Fair,Medium,4.24,High,0.0,5.0,,Desktop,Low,Tired,3.0,7.39,4.0
E002,28,Female,HR,No,8.0,nan,nan,High,3.89,Medium,1.0,4.0,20.0,Desktop,Low,Tired,2.0,3.64,3.0
E003,29,male,IT,yes,4.0,6 hrs,Good,nan,4.76,Low,1.0,2.0,50.0,Desktop,High,Tired,4.0,5.26,
E003,44,F,Admin,Yes,12.0,7,Fair,Medium,4.66,Medium,3.0,3.0,,nan,High,Calm,5.0,6.15,5.0
E002,35,nan,HR,nan,,10.5 hrs,Poor,Medium,5.75,Low,2.0,2.0,100.0,nan,Low,Calm,,5.48,2.0
E002,25,Female,hr,nan,6.0,8,Good,nan,5.98,Low,0.0,6.0,50.0,Mobile,High,Tired,4.0,5.46,0.0
E004,42,Male,it,nan,10.0,nan,Fair,High,6.97,High,,4.0,,Mobile,High,Tired,1.0,2.55,3.0
E004,31,F,IT,no,4.0,7,nan,nan,4.48,nan,4.0,3.0,100.0,Mobile,Low,Stressed,4.0,3.69,1.0
